primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000004658,YMR054W,STV1,Similar To VPH1,H(+)-transporting V0 sector ATPase subunit a,Subunit a of vacuolar-ATPase V0 domain,chrXIII,383303,385975,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004658
SGD:S000005958,YPL037C,EGD1,Enhancer of Gal4 DNA binding,?,Subunit beta1 of the nascent polypeptide-associated complex (NAC),chrXVI,481428,481901,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005958
SGD:S000001404,YIL142W,CCT2,Chaperonin Containing TCP-1,BIN3|chaperonin-containing T-complex subunit CCT2|TCP2,Subunit beta of the cytosolic chaperonin Cct ring complex,chrIX,83302,84885,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001404
SGD:S000005999,YPL078C,ATP4,ATP synthase,F1F0 ATP synthase subunit 4|LPF7,Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase,chrXVI,408010,408744,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005999
SGD:S000000331,YBR127C,VMA2,Vacuolar Membrane Atpase,ATPSV|H(+)-transporting V1 sector ATPase subunit B|VAT2,Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase,chrII,491269,492822,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000331
SGD:S000001563,YKL080W,VMA5,Vacuolar Membrane Atpase,CSL5|H(+)-transporting V1 sector ATPase subunit C|VAT3,Subunit C of the V1 peripheral membrane domain of V-ATPase,chrXI,285030,286208,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001563
SGD:S000001068,YHR026W,VMA16,Vacuolar Membrane Atpase,H(+)-transporting V0 sector ATPase subunit c''|PPA1,Subunit c'' of the vacuolar ATPase,chrVIII,160844,161485,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001068
SGD:S000001499,YKL016C,ATP7,ATP synthase,F1F0 ATP synthase subunit d,Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase,chrXI,407465,407989,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001499
SGD:S000004439,YLR447C,VMA6,Vacuolar Membrane Atpase,H(+)-transporting V0 sector ATPase subunit d,Subunit d of the V0 integral membrane domain of V-ATPase,chrXII,1026856,1027893,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004439
SGD:S000000777,YEL051W,VMA8,Vacuolar Membrane Atpase,H(+)-transporting V1 sector ATPase subunit D,Subunit D of the V1 peripheral membrane domain of V-ATPase,chrV,58378,59148,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000777
SGD:S000007255,YDR322C-A,TIM11,Translocase of the Inner Mitochondrial membrane,ATP21|F1F0 ATP synthase subunit e,Subunit e of mitochondrial F1F0-ATPase,chrIV,1112003,1112293,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007255
SGD:S000005859,YOR332W,VMA4,Vacuolar Membrane Atpase,H(+)-transporting V1 sector ATPase subunit E,Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase),chrXV,943656,944357,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005859
SGD:S000002785,YDR377W,ATP17,ATP synthase,F1F0 ATP synthase subunit f,Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase,chrIV,1228611,1228916,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002785
SGD:S000003252,YGR020C,VMA7,Vacuolar Membrane Atpase,H(+)-transporting V1 sector ATPase subunit F,Subunit F of the V1 peripheral membrane domain of V-ATPase,chrVII,526973,527329,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003252
SGD:S000006224,YPR020W,ATP20,ATP synthase,F1F0 ATP synthase subunit g,Subunit g of the mitochondrial F1F0 ATP synthase,chrXVI,599870,600217,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006224
SGD:S000002100,YHR039C-A,VMA10,?,H(+)-transporting V1 sector ATPase subunit G|YHR039BC|YHR039C-B,Subunit G of the V1 peripheral membrane domain of V-ATPase,chrVIII,187173,187679,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002100
SGD:S000004286,YLR295C,ATP14,ATP synthase,F1F0 ATP synthase subunit h,Subunit h of the F0 sector of mitochondrial F1F0 ATP synthase,chrXII,721999,722373,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004286
SGD:S000006240,YPR036W,VMA13,Vacuolar Membrane Atpase,CLS11|H(+)-transporting V1 sector ATPase subunit H,Subunit H of the V1 peripheral membrane domain of V-ATPase,chrXVI,643836,645272,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006240
SGD:S000007283,Q0275,COX3,Cytochrome c OXidase,cytochrome c oxidase subunit 3|OXI2,Subunit III of cytochrome c oxidase (Complex IV),chrmt,79213,80022,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007283
SGD:S000007281,Q0250,COX2,Cytochrome c OXidase,cytochrome c oxidase subunit 2|OXI1|OXII,Subunit II of cytochrome c oxidase (Complex IV),chrmt,73758,74513,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007281
SGD:S000007260,Q0045,COX1,Cytochrome c OXidase,cytochrome c oxidase subunit 1|OXI3,Subunit I of cytochrome c oxidase (Complex IV),chrmt,13818,26701,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007260
SGD:S000003155,YGL187C,COX4,Cytochrome c OXidase,cytochrome c oxidase subunit IV,Subunit IV of cytochrome c oxidase,chrVII,149704,150171,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003155
SGD:S000007339,YOL077W-A,ATP19,ATP synthase,F1F0 ATP synthase subunit k,Subunit k of the mitochondrial F1F0 ATP synthase,chrXV,185438,185644,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007339
SGD:S000000873,YER071C,TDA2,Topoisomerase I Damage Affected,?,Subunit of a complex that associates with actin filaments,chrV,301947,302327,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000873
SGD:S000001442,YIR003W,AIM21,Altered Inheritance rate of Mitochondria,?,Subunit of a complex that associates with actin filaments,chrIX,360885,362924,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001442
SGD:S000002421,YDR014W,RAD61,RADiation sensitive,WPL1,Subunit of a complex that inhibits sister chromatid cohesion,chrIV,474046,475989,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002421
SGD:S000001234,YHR191C,CTF8,Chromosome Transmission Fidelity,?,Subunit of a complex with Ctf18p,chrVIII,486230,486631,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001234
SGD:S000004683,YMR078C,CTF18,Chromosome Transmission Fidelity,CHL12,Subunit of a complex with Ctf8p,chrXIII,422503,424728,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004683
SGD:S000000521,YCL016C,DCC1,Defective in sister Chromatid Cohesion,?,Subunit of a complex with Ctf8p and Ctf18p,chrIII,94621,95763,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000521
SGD:S000002653,YDR245W,MNN10,MaNNosyltransferase,"alpha-1,6-mannosyltransferase|BED1|REC41|SLC2",Subunit of a Golgi mannosyltransferase complex,chrIV,952800,953981,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002653
SGD:S000003719,YJL183W,MNN11,MaNNosyltransferase,"alpha-1,6-mannosyltransferase",Subunit of a Golgi mannosyltransferase complex,chrX,84068,85336,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003719
SGD:S000002544,YDR137W,RGP1,Reduced Growth Phenotype,?,Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p),chrIV,728259,730250,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002544
SGD:S000000335,YBR131W,CCZ1,Calcium Caffeine Zinc sensitivity,CVT16,Subunit of a heterodimeric guanine nucleotide exchange factor (GEF),chrII,497163,499277,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000335
SGD:S000000961,YER159C,BUR6,Bypass UAS Requirement,NCB1|negative cofactor 2 transcription regulator complex subunit BUR6,Subunit of a heterodimeric NC2 transcription regulator complex,chrV,491530,491958,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000961
SGD:S000002805,YDR397C,NCB2,Negative Cofactor B,negative cofactor 2 transcription regulator complex subunit NCB2|YDR1,Subunit of a heterodimeric NC2 transcription regulator complex,chrIV,1266366,1266898,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002805
SGD:S000003061,YGL093W,SPC105,Spindle Pole Component,?,Subunit of a kinetochore-microtubule binding complex,chrVII,334886,337639,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003061
SGD:S000002940,YDR532C,KRE28,?,?,Subunit of a kinetochore-microtubule binding complex,chrIV,1499396,1500553,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002940
SGD:S000005670,YOR144C,ELG1,Enhanced Level of Genomic instability,RTT110,Subunit of an alternative replication factor C complex,chrXV,602717,605092,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005670
SGD:S000003992,YLR002C,NOC3,NucleOlar Complex associated,?,Subunit of a nuclear complex with Noc2p and pre-replicative complexes,chrXII,154343,156334,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003992
SGD:S000004236,YLR246W,ERF2,Effect on Ras Function,palmitoyltransferase ERF2,Subunit of a palmitoyltransferase,chrXII,627118,628197,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004236
SGD:S000005217,YNL273W,TOF1,TOpoisomerase I-interacting Factor,?,Subunit of a replication-pausing checkpoint complex,chrXIV,122883,126599,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005217
SGD:S000003395,YGR163W,GTR2,GTp binding protein Resemblance,?,Subunit of a TORC1-stimulating GTPase and the EGO/GSE complex,chrVII,827552,828577,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003395
SGD:S000003101,YGL133W,ITC1,Imitation switch Two Complex,?,Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex,chrVII,257707,261501,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003101
SGD:S000003814,YJR053W,BFA1,Byr-Four-Alike,IBD1,"Subunit of a two-component GTPase-activating protein, Bfa1p-Bub2p",chrX,534027,535751,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003814
SGD:S000004702,YMR096W,SNZ1,SNooZe,pyridoxine biosynthesis protein SNZ1,Subunit of a two-component pyridoxal-5'-phosphate synthase,chrXIII,458408,459301,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004702
SGD:S000000031,YAL033W,POP5,Processing Of Precursor RNAs,FUN53|RNA-binding protein POP5,Subunit of both RNase MRP and nuclear RNase P,chrI,82706,83227,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000031
SGD:S000000461,YBR257W,POP4,Processing Of Precursor RNAs,RNase P/RNase MRP complex subunit,Subunit of both RNase MRP and nuclear RNase P,chrII,728885,729724,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000461
SGD:S000001104,YHR062C,RPP1,Ribonuclease P Protein,RNA-binding RNA processing protein RPP1,Subunit of both RNase MRP and nuclear RNase P,chrVIII,222877,223758,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001104
SGD:S000000114,YBL018C,POP8,Processing Of Precursor RNAs,ribonuclease P,Subunit of both RNase MRP and nuclear RNase P,chrII,185998,186474,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000114
SGD:S000005226,YNL282W,POP3,Processing Of Precursor RNAs,?,Subunit of both RNase MRP and nuclear RNase P,chrXIV,107687,108274,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005226
SGD:S000000008,YAL010C,MDM10,Mitochondrial Distribution and Morphology,FUN37,Subunit of both the ERMES and the SAM complex,chrI,134184,135665,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000008
SGD:S000007455,YHR072W-A,NOP10,NucleOlar Protein,snoRNP complex protein NOP10,Subunit of box H/ACA snoRNP complex,chrVIII,241664,241840,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000007455
SGD:S000005335,YNR052C,POP2,PGK promoter directed OverProduction,CAF1|CCR4-NOT core DEDD family RNase subunit POP2,Subunit of Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation,chrXIV,719346,720647,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005335
SGD:S000000399,YBR195C,MSI1,Multicopy Suppressor of IRA1,CAC3,Subunit of chromatin assembly factor I (CAF-1),chrII,610614,611882,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000399
SGD:S000004570,YML102W,CAC2,Chromatin Assembly Complex,?,"Subunit of chromatin assembly factor I (CAF-1), with Rlf2p and Msi1p",chrXIII,68294,69700,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004570
SGD:S000002583,YDR176W,NGG1,?,ADA3|histone acetyltransferase NGG1|SWI7,Subunit of chromatin modifying histone acetyltransferase complexes,chrIV,814452,816560,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002583
SGD:S000003849,YJR089W,BIR1,Baculoviral IAP Repeat-containing protein,survivin,Subunit of chromosomal passenger complex (CPC),chrX,587718,590582,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003849
SGD:S000005483,YOL123W,HRP1,Heterogenous nuclear RibonucleoProtein,NAB4|NAB5,Subunit of cleavage factor I,chrXV,87844,89448,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005483
SGD:S000003853,YJR093C,FIP1,Factor Interacting with Poly(A) polymerase,cleavage polyadenylation factor subunit FIP1,Subunit of cleavage polyadenylation factor (CPF),chrX,603220,604203,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003853
SGD:S000002588,YDR180W,SCC2,Sister Chromatid Cohesion,cohesin-loading factor complex subunit SCC2,Subunit of cohesin loading factor (Scc2p-Scc4p),chrIV,821295,825776,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002588
SGD:S000000949,YER147C,SCC4,Sister Chromatid Cohesion,cohesin-loading factor complex subunit SCC4,Subunit of cohesin loading factor (Scc2p-Scc4p),chrV,462968,464842,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000949
SGD:S000006059,YPL138C,SPP1,"Set1c, Phd finger Protein",CPS40|SAF41,Subunit of COMPASS (Set1C),chrXVI,291366,292427,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006059
SGD:S000004005,YLR015W,BRE2,BREfeldin A sensitivity,CPS60,Subunit of COMPASS (Set1C) complex,chrXII,175227,176744,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004005
SGD:S000001542,YKL059C,MPE1,Mutant PCF11 Extragenic suppressor,cleavage polyadenylation factor subunit MPE1,Subunit of CPF cleavage and polyadenylation factor and E3 Ub-ligase,chrXI,328118,329443,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001542
SGD:S000113555,YDR119W-A,COX26,?,?,Subunit of cytochrome C oxidase complex,chrIV,691014,691214,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000113555
SGD:S000002528,YDR121W,DPB4,DNA Polymerase B (II) subunit,DNA polymerase epsilon noncatalytic subunit,Subunit of DNA pol epsilon and of ISW2 chromatin accessibility complex,chrIV,693585,694175,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002528
SGD:S000003766,YJR006W,POL31,POLymerase,DNA-directed DNA polymerase delta subunit POL31|HUS2|HYS2|SDP5,Subunit of DNA polymerase delta (polymerase III),chrX,449202,450665,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003766
SGD:S000001447,YIR008C,PRI1,DNA PRImase,DNA primase subunit PRI1,Subunit of DNA primase,chrIX,373077,374306,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001447
SGD:S000001528,YKL045W,PRI2,DNA PRImase,DNA primase subunit PRI2,Subunit of DNA primase,chrXI,353493,355079,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001528
SGD:S000003034,YGL066W,SGF73,"SaGa associated Factor, 73 kDa",deubiquitination module subunit SGF73|SCA7,Subunit of DUBm module of SAGA and SLIK,chrVII,377609,379582,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003034
SGD:S000004312,YLR320W,MMS22,Methyl MethaneSulfonate sensitivity,SLM2,Subunit of E3 ubiquitin ligase complex involved in replication repair,chrXII,771940,776304,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004312
SGD:S000006368,YPR164W,MMS1,Methyl MethaneSulfonate sensitivity,RTT108|SLM6,Subunit of E3 ubiquitin ligase complex involved in replication repair,chrXVI,870703,874926,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006368
SGD:S000000281,YBR077C,SLM4,Synthetic Lethal with Mss4,EGO3|GSE1|NIR1,Subunit of EGO/GSE complex,chrII,391805,392293,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000281
SGD:S000001715,YKR007W,MEH1,Multicopy suppressor of Ers1 Hygromycin B sensitivity,EGO1|GSE2,Subunit of EGO/GSE complex,chrXI,451434,451988,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001715
SGD:S000003432,YGR200C,ELP2,ELongator Protein,Elongator subunit ELP2|KTI3|TOT2,Subunit of Elongator complex,chrVII,899904,902270,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003432
SGD:S000006007,YPL086C,ELP3,ELongator Protein,Elongator subunit ELP3|HPA1|KAT9|KTI8|TOT3,Subunit of Elongator complex,chrXVI,384773,386446,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006007
SGD:S000004376,YLR384C,IKI3,Insensitive to KIller toxin,Elongator subunit IKI3|ELP1|KTI7|TOT1,Subunit of Elongator complex,chrXII,888851,892900,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004376
SGD:S000001359,YIL097W,FYV10,Function required for Yeast Viability,GID9|glucose-induced degradation complex subunit FYV10,Subunit of GID complex,chrIX,180427,181977,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001359
SGD:S000004742,YMR135C,GID8,Glucose Induced Degradation deficient,DCR1|glucose-induced degradation complex subunit GID8,"Subunit of GID Complex, binds strongly to central component Vid30p",chrXIII,538689,540056,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004742
SGD:S000000544,YCL039W,GID7,Glucose Induced Degradation deficient,glucose-induced degradation complex subunit GID7|MOH2,Subunit of GID Complex that binds directly to central component Vid30p,chrIII,52645,54882,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000544
SGD:S000005971,YPL050C,MNN9,MaNNosyltransferase,mannosyltransferase complex subunit MNN9,Subunit of Golgi mannosyltransferase complex,chrXVI,460779,461966,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005971
SGD:S000002845,YDR437W,GPI19,Glycosyl PhosphatidylInositol anchor biosynthesis,phosphatidylinositol N-acetylglucosaminyltransferase GPI19,Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI,chrIV,1337352,1337774,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002845
SGD:S000001047,YHR005C,GPA1,G Protein Alpha subunit,CDC70|DAC1|guanine nucleotide-binding protein subunit alpha|SCG1,Subunit of G protein involved in pheromone response,chrVIII,113499,114917,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001047
SGD:S000002703,YDR295C,HDA2,Histone DeAcetylase,PLO2,Subunit of HDA1 histone deacetylase complex,chrIV,1052623,1054647,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002703
SGD:S000006383,YPR179C,HDA3,Histone DeAcetylase,PLO1,Subunit of HDA1 histone deacetylase complex,chrXVI,893797,895764,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006383
SGD:S000003092,YGL124C,MON1,MONensin sensitivity,AUT12,Subunit of heterodimeric guanine nucleotide exchange factor (GEF),chrVII,274780,276714,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003092
SGD:S000002798,YDR390C,UBA2,UBiquitin Activating,E1 ubiquitin-activating protein UBA2|UAL1,Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p,chrIV,1254937,1256847,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002798
SGD:S000006384,YPR180W,AOS1,Activation Of Smt3p,E1 ubiquitin-activating protein AOS1|RHC31,Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p,chrXVI,895961,897004,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006384
SGD:S000001671,YKL188C,PXA2,PeroXisomal ABC-transporter,ATP-binding cassette long-chain fatty acid transporter PXA2|PAT1,"Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa1p",chrXI,86225,88786,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001671
